Cybernetic Implants (1/2/3)	Your champions holding an item gain 150/250/450 Health and 10/20/30 Attack Damage.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/cybernetic1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/cybernetic2.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/cybernetic3.tft_set6.png
Cybernetic Shell (1/2/3)	Your champions holding an item gain 150/250/350 Health and 30/45/60 Armor.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/cybernetic-shell-i.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/cybernetic-shell-ii.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/cybernetic-shell-iii.tft_set6_stage2.png
Cybernetic Uplink (1/2/3)	Your champions holding an item gain 150/250/350 Health and restore 2/3/4 Mana per second.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/cybernetic-uplink-i.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/cybernetic-uplink-ii.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/cybernetic-uplink-iii.tft_set6_stage2.png
Debonair Heart/Crest/Crown	1: Your team counts as having 1 additional Debonair. Gain a Talon.  2: Gain a Debonair Emblem and a Syndra.  3: Gain 2 Debonair Emblems.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/debonair-heart.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/debonair-crest.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/debonair-crown.tft_set6_stage2.png
Disintegrator (1/2/3)	Your units' attacks deal bonus magic damage equal to 2/3/4% of the target's maximum Health.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/disintegrator-i.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/disintegrator-ii.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/disintegrator-iii.tft_set6_stage2.png
Dominance (1)	After winning your player combat, gain 1 bonus gold for every 2 surviving units.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/dominance1.tft_set6.png
Double Trouble (1/2/3)	If you have exactly 2 copies of a champion on your board, they both gain 40/50/65 Attack Damage, Ability Power, Armor, and Magic Resist. When you 3-star, gain a 2-star copy.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/double-trouble-i.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/double-trouble-ii.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/double-trouble-iii.tft_set6_stage2.png
Duet (1)	Summon 1 additional Socialite spotlight. Spotlighted units gain 200 Health. Gain a Senna.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/duet1.tft_set6.png
Electrocharge (1/2/3)	When your units receive critical strikes, they deal 90/135/180 magic damage to nearby enemies. (1 second cooldown).	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/electrocharge-i.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/electrocharge-ii.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/electrocharge-iii.tft_set6_stage2.png
En Garde (1)	The first time an enemy is attacked by a Challenger, they are Disarmed for 2.5 seconds. Gain a Warwick.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/enguarde1.tft_set6.png
Enchanter Heart/Soul	1: Your team counts as having 1 additional Enchanter. Gain a Lulu.  3: Your team counts as having 2 additional Enchanters. Gain 8 gold.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/enchanterheart1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/enchantersoul3.tft_set6.png
Enforcer Heart	Your team counts as having 1 additional Enforcer. Gain a Sejuani.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/enforcerheart1.tft_set6.png
Exiles (1/2/3)	Your units that start combat with no adjacent allies gain a 30/45/70% maximum Health shield for 8 seconds.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/exiles1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/exiles2.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/exiles3.tft_set6.png
Featherweights (1/2/3)	Your 1 and 2 cost champions gain 25/35/55% Attack Speed and Move Speed.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/featherweights1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/featherweights2.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/featherweights3.tft_set6.png
First Aid Kit (1)	All healing and shielding on your units is increased by 35%.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/firstaidkit1.tft_set6.png
Four Score (2)	Gain 3 random 4-cost champions.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/four-score-ii.tft_set6_stage2.png
Future Sight (2/3)	2: Know who you will fight next. Gain a Zephyr.  3: Know who you will fight next. Gain a Radiant Zephyr.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/future-sight-ii.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/future-sight-iii.tft_set6_stage2.png
Gold Reserves (2)	Mercenaries deal 2% more damage per 1 gold you have (Maximum +50%). Gain a Quinn.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/goldreserves2.tft_set6.png
Golden Gifts (2/3)	Gain 1/2 golden and 1/2 gray loot orb(s).	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/golden-gifts-ii.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/golden-gifts-iii.tft_set6_stage2.png
Golden Ticket (3)	Each time your Shop is refreshed, you have a 40% chance to gain a free refresh.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/goldenticket3.tft_set6.png
Hexnova (1)	The first time a Hextech champion drops below 60% Health, they increase nearby enemies' maximum Mana by 50% until they cast. Gain a Nocturne.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/hexnova-i.tft_set6_stage2.png
Hextech Heart/Crest/Crown	1: Your team counts as having 1 additional Hextech. Gain a Swain.  2: Gain a Hextech Emblem and a Nocturne.  3: Gain 2 Hextech Emblems.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/hextech-heart.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/hextech-crest.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/hextech-crown.tft_set6_stage2.png
Hextech Unity (1)	The Hextech trait grants its bonuses to all of your Champions. This does not increase your number of Hextech units. Gain a Sejuani.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/hextech-armory-i.tft_set6_stage2.png
High End Shopping (3)	Champions appear in your Shop as if you were 1 level higher. Gain 5 gold.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/highend3.tft_set6.png
High Roller (3)	Gain 3 Loaded Dice and 8 gold.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/grandgambler3.tft_set6.png
Hyper Roll (1)	If you have less than 10 gold at the end of a round, gain 2 gold.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/hyperroll1.tft_set6.png
Innovator Heart/Soul	1: Your team counts as having 1 additional Innovator.  3: Your team counts as having 2 additional Innovators.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/innovatorheart1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/innovatorsoul3.tft_set6.png
Instant Injection (2)	Chemtechs now additionally trigger their bonuses at the start of combat. Gain a Warwick.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/instantinjection2.tft_set6.png
Irresistible Charm (1)	Debonair champions take 20% less damage. Gain a Leona.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/irresistible-charm-i.tft_set6_stage2.png
Item Grab Bag (1/3)	1: Gain 1 random completed item.  3: Gain 2 random completed items and a Reforger.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/itemgrabbag1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/itemgrabbag3.tft_set6.png
Jeweled Lotus (2)	Magic and true damage from your units' Abilities can critically strike. Your units gain 25% Critical Strike Chance.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/jeweled-lotus-ii.tft_set6_stage2.png
Junkyard (2)	Gain a random component every 3 combat rounds with the Scrap Trait active. Gain an Ezreal.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/junkyard2.tft_set6.png
Keepers (1/2/3)	At the start of combat, your units grant adjacent allies a 150/225/250 health shield for 8 seconds.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/keepers-i.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/keepers-ii.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/keepers-iii.tft_set6_stage2.png
Knife's Edge (1/2/3)	Your units that start combat in the front 2 rows gain 30/40/55 Attack Damage.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/cqctraining1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/cqctraining2.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/cqctraining3.tft_set6.png
Level Up! (3)	When you buy experience points, gain an additional 3. You can now reach level 10.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/levelup3.tft_set6.png
Lifelong Learning (1)	Scholars permanently gain 2 Ability Power after each combat, and an additional 2 if they survived. Gain a Syndra.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/lifelonglearner1.tft_set6.png
Luden's Echo (1/2/3)	When your units cast and deal Ability damage, the first target hit and a nearby enemy take 135/200/275 bonus magic damage.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/ludens-echo-i.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/ludens-echo-ii.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/ludens-echo-iii.tft_set6_stage2.png
Makeshift Armor (1/2/3)	Your units with no items gain 35/55/80 Armor and Magic Resist.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/makeshift1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/makeshift2.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/makeshift3.tft_set6.png
March of Progress (3)	Gain 5 bonus experience points per round. You can no longer use gold to level up.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/slowandsteady3.tft_set6.png
Meditation (1/2/3)	Your units without items equipped restore 5/7/10 Mana per second.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/meditation-i-a.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/meditation-ii-a.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/meditation-iii-a.tft_set6_stage2.png
Mercenary Heart/Crest/Soul	1: Your team counts as having 1 additional Mercenary.  2: Gain a Mercenary Emblem and 3 gold.  3: Your team counts as having 2 additional Mercenaries.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/mercenaryheart1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/mercenaryemblem2.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/mercenarysoul3.tft_set6.png
Metabolic Accelerator (2)	Your Tactician moves faster and heals 2 Health after a PvP round.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/metabolicaccel2.tft_set6.png
Mutant Heart/Crest/Crown	1: Your team counts as having 1 additional Mutant. Gain a Rek'Sai.  2: Gain a Mutant Emblem and a Kassadin.  3: Gain 2 Mutant Emblems.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/mutantheart1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/mutantemblem2.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/mutantemblem3.tft_set6.png
New Recruit (3)	Gain +1 maximum team size.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/newrecruit3.tft_set6.png
One For All (1)	When your Syndicates die, they grant your other Syndicates 20 Attack Damage and Ability Power. Gain an Ashe.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/oneforall1.tft_set6.png
Overpower (1)	After every 2 attacks, Strikers gain 75% Critical Strike Chance for their next attack. Gain a Rek'sai.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/overpowered-i.tft_set6_stage2.png
Pandora's Items (1)	Gain a random component. At the start of each round, items on your bench are randomized (excluding Tactician's Crown, Spatula, and consumables).	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/pandora1.tft_set6.png
Payday (1)	After winning your combat, gain 1 bonus gold for each surviving Syndicate. Gain an Ashe.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/payday1.tft_set6.png
Phalanx (1/2/3)	Your units that start combat in the back 2 rows gain 25/35/50 Armor and Magic Resist.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/phalanx-i.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/phalanx-ii.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/phalanx-iii.tft_set6_stage2.png
Phony Frontline (1)	Gain 2 Target Dummies.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/phonyfrontline1.tft_set6.png
Pirates (1)	Mercenary units have a 50% chance to drop 1 gold when they kill an enemy. Gain a Quinn.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/pirates1.tft_set6.png
Portable Forge (2)	Open an Armory and choose 1 of 3 unique Artifacts crafted by Ornn.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/portableforge2.tft_set6.png
Radiant Relics (3)	Open an Armory and choose 1 of 4 unique Radiant items.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/radiantrelic-iii.tft_set6_stage2.png
Recombobulator (1)	Champions on your board permanently transform into random champions that cost 1 more. Gain 2 Magnetic Removers.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/recombobulator-i.tft_set6_stage2.png
Rich Get Richer (2)	Gain 12 gold. Your maximum interest is increased to 7.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/richgetricher2.tft_set6.png
Runic Shield (1/2)	1: Arcanists start combat with a shield equal to 300% of their Ability Power for 8 seconds. Gain a Swain.  2: Arcanists start combat with a shield equal to 450% of their Ability Power for 8 seconds. Gain a Vex.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/runicshield1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/runicshield2.tft_set6.png
